i x y side frame field experiment
5 615 98 sx 4 0 .
6 609 122 sx 4 0 .
7 600 144 sx 4 0 .
8 575 147 sx 4 0 .
9 555 154 sx 4 0 .
10 553 180 sx 4 0 .
11 551 205 sx 4 0 .
12 552 221 sx 4 0 .
13 547 242 sx 4 0 .
14 521 245 sx 4 0 .
15 500 253 sx 4 0 .
16 477 249 sx 4 0 .
17 460 235 sx 4 0 .
18 446 253 sx 4 0 .
19 454 273 sx 4 0 .
20 462 291 sx 4 0 .
21 472 308 sx 4 0 .
22 490 316 sx 4 0 .
23 502 296 sx 4 0 .
24 482 287 sx 4 0 .
25 496 275 sx 4 0 .
26 519 279 sx 4 0 .
27 535 263 sx 4 0 .
28 556 257 sx 4 0 .
29 564 246 sx 4 0 .
30 579 260 sx 4 0 .
31 589 238 sx 4 0 .
32 592 218 sx 4 0 .
33 588 192 sx 4 0 .
34 583 171 sx 4 0 .
35 594 173 sx 4 0 .
36 594 199 sx 4 0 .
37 601 219 sx 4 0 .
38 607 239 sx 4 0 .
39 604 264 sx 4 0 .
40 611 285 sx 4 0 .
41 607 309 sx 4 0 .
42 599 332 sx 4 0 .
43 582 348 sx 4 0 .
44 585 370 sx 4 0 .
45 582 395 sx 4 0 .
46 578 420 sx 4 0 .
47 573 445 sx 4 0 .
48 584 463 sx 4 0 .
49 584 491 sx 4 0 .
50 590 514 sx 4 0 .
51 599 532 sx 4 0 .
52 607 552 sx 4 0 .
53 623 535 sx 4 0 .
54 643 530 sx 4 0 .
55 651 556 sx 4 0 .
56 643 580 sx 4 0 .
57 642 603 sx 4 0 .
58 624 614 sx 4 0 .
59 598 615 sx 4 0 .
60 586 595 sx 4 0 .
61 588 571 sx 4 0 .
62 561 571 sx 4 0 .
63 549 593 sx 4 0 .
64 556 620 sx 4 0 .
65 575 633 sx 4 0 .
66 570 659 sx 4 0 .
67 563 681 sx 4 0 .
68 557 706 sx 4 0 .
69 579 704 sx 4 0 .
70 580 722 sx 4 0 .
71 563 735 sx 4 0 .
72 578 752 sx 4 0 .
73 571 776 sx 4 0 .
74 578 800 sx 4 0 .
75 597 788 sx 4 0 .
76 622 800 sx 4 0 .
77 630 820 sx 4 0 .
78 645 836 sx 4 0 .
79 654 860 sx 4 0 .
80 638 878 sx 4 0 .
81 618 865 sx 4 0 .
82 593 867 sx 4 0 .
83 574 855 sx 4 0 .
84 555 868 sx 4 0 .
85 553 893 sx 4 0 .
86 546 916 sx 4 0 .
87 547 940 sx 4 0 .
88 543 965 sx 4 0 .
89 536 989 sx 4 0 .
90 539 1015 sx 4 0 .
91 537 1040 sx 4 0 .
92 533 1064 sx 4 0 .
93 525 1087 sx 4 0 .
94 536 1110 sx 4 0 .
95 558 1113 sx 4 0 .
96 558 1133 sx 4 0 .
97 542 1146 sx 4 0 .
98 542 1172 sx 4 0 .
99 537 1195 sx 4 0 .
0 1053 7 dx 5 0 .
1 1048 26 dx 5 0 .
2 1042 44 dx 5 0 .
3 1026 58 dx 5 0 .
4 1036 80 dx 5 0 .
5 1043 103 dx 5 0 .
6 1037 125 dx 5 0 .
7 1022 136 dx 5 0 .
8 1018 157 dx 5 0 .
9 1008 177 dx 5 0 .
10 1009 200 dx 5 0 .
11 1006 220 dx 5 0 .
12 1015 228 dx 5 0 .
13 1019 206 dx 5 0 .
14 1039 211 dx 5 0 .
15 1036 236 dx 5 0 .
16 1019 243 dx 5 0 .
17 1011 260 dx 5 0 .
18 997 270 dx 5 0 .
19 986 283 dx 5 0 .
20 982 305 dx 5 0 .
21 984 330 dx 5 0 .
22 985 351 dx 5 0 .
23 981 375 dx 5 0 .
24 982 397 dx 5 0 .
25 980 420 dx 5 0 .
26 961 418 dx 5 0 .
27 942 429 dx 5 0 .
28 917 425 dx 5 0 .
29 907 443 dx 5 0 .
30 909 461 dx 5 0 .
31 928 471 dx 5 0 .
32 918 489 dx 5 0 .
33 908 500 dx 5 0 .
34 932 499 dx 5 0 .
35 953 504 dx 5 0 .
36 955 525 dx 5 0 .
37 968 537 dx 5 0 .
38 991 539 dx 5 0 .
39 994 562 dx 5 0 .
40 1003 578 dx 5 0 .
41 1009 600 dx 5 0 .
42 1014 621 dx 5 0 .
43 1023 639 dx 5 0 .
44 1033 656 dx 5 0 .
45 1021 670 dx 5 0 .
46 1008 685 dx 5 0 .
47 985 685 dx 5 0 .
48 969 695 dx 5 0 .
49 960 710 dx 5 0 .
50 948 724 dx 5 0 .
51 936 736 dx 5 0 .
52 958 740 dx 5 0 .
53 962 759 dx 5 0 .
54 939 763 dx 5 0 .
55 929 782 dx 5 0 .
56 938 803 dx 5 0 .
57 957 814 dx 5 0 .
58 948 832 dx 5 0 .
59 956 849 dx 5 0 .
60 975 857 dx 5 0 .
61 989 867 dx 5 0 .
62 993 884 dx 5 0 .
63 971 880 dx 5 0 .
64 949 884 dx 5 0 .
65 929 890 dx 5 0 .
66 928 913 dx 5 0 .
67 931 931 dx 5 0 .
68 949 943 dx 5 0 .
69 970 948 dx 5 0 .
70 978 966 dx 5 0 .
71 992 977 dx 5 0 .
72 1010 986 dx 5 0 .
73 1029 980 dx 5 0 .
74 1029 1001 dx 5 0 .
75 1025 1023 dx 5 0 .
76 1004 1028 dx 5 0 .
77 1004 1051 dx 5 0 .
78 1007 1075 dx 5 0 .
79 986 1080 dx 5 0 .
80 971 1092 dx 5 0 .
81 962 1110 dx 5 0 .
82 972 1133 dx 5 0 .
83 986 1146 dx 5 0 .
84 983 1166 dx 5 0 .
85 959 1169 dx 5 0 .
86 953 1147 dx 5 0 .
87 947 1145 dx 5 0 .
88 938 1162 dx 5 0 .
89 918 1158 dx 5 0 .
90 899 1153 dx 5 0 .
91 914 1140 dx 5 0 .
92 932 1130 dx 5 0 .
93 944 1118 dx 5 0 .
94 924 1119 dx 5 0 .
95 905 1129 dx 5 0 .
96 886 1135 dx 5 0 .
97 873 1152 dx 5 0 .
98 884 1174 dx 5 0 .
99 889 1194 dx 5 0 .
0 646 31 sx 5 0 .
1 631 38 sx 5 0 .
2 618 45 sx 5 0 .
3 600 47 sx 5 0 .
4 588 59 sx 5 0 .
5 599 73 sx 5 0 .
6 609 86 sx 5 0 .
7 609 105 sx 5 0 .
8 602 121 sx 5 0 .
9 590 132 sx 5 0 .
10 572 134 sx 5 0 .
11 567 148 sx 5 0 .
12 546 146 sx 5 0 .
13 542 165 sx 5 0 .
14 556 174 sx 5 0 .
15 574 174 sx 5 0 .
16 586 164 sx 5 0 .
17 596 175 sx 5 0 .
18 597 194 sx 5 0 .
19 603 206 sx 5 0 .
20 605 224 sx 5 0 .
21 610 240 sx 5 0 .
22 603 257 sx 5 0 .
23 612 273 sx 5 0 .
24 611 291 sx 5 0 .
25 609 310 sx 5 0 .
26 603 325 sx 5 0 .
27 593 338 sx 5 0 .
28 580 349 sx 5 0 .
29 586 368 sx 5 0 .
30 582 385 sx 5 0 .
31 579 402 sx 5 0 .
32 577 420 sx 5 0 .
33 572 439 sx 5 0 .
34 581 455 sx 5 0 .
35 581 473 sx 5 0 .
36 584 489 sx 5 0 .
37 579 508 sx 5 0 .
38 585 525 sx 5 0 .
39 595 532 sx 5 0 .
40 607 542 sx 5 0 .
41 618 530 sx 5 0 .
42 636 530 sx 5 0 .
43 646 543 sx 5 0 .
44 645 561 sx 5 0 .
45 644 580 sx 5 0 .
46 649 595 sx 5 0 .
47 639 607 sx 5 0 .
48 623 613 sx 5 0 .
49 607 619 sx 5 0 .
50 592 615 sx 5 0 .
51 579 607 sx 5 0 .
52 573 623 sx 5 0 .
53 573 642 sx 5 0 .
54 570 659 sx 5 0 .
55 566 676 sx 5 0 .
56 560 692 sx 5 0 .
57 564 708 sx 5 0 .
58 581 709 sx 5 0 .
59 572 718 sx 5 0 .
60 562 731 sx 5 0 .
61 574 742 sx 5 0 .
62 580 760 sx 5 0 .
63 572 778 sx 5 0 .
64 584 791 sx 5 0 .
65 600 784 sx 5 0 .
66 615 789 sx 5 0 .
67 623 804 sx 5 0 .
68 629 819 sx 5 0 .
69 639 833 sx 5 0 .
70 647 846 sx 5 0 .
71 648 864 sx 5 0 .
72 636 877 sx 5 0 .
73 620 870 sx 5 0 .
74 606 859 sx 5 0 .
75 590 867 sx 5 0 .
76 576 857 sx 5 0 .
77 559 861 sx 5 0 .
78 553 877 sx 5 0 .
79 550 894 sx 5 0 .
80 548 913 sx 5 0 .
81 558 925 sx 5 0 .
82 546 935 sx 5 0 .
83 545 953 sx 5 0 .
84 541 970 sx 5 0 .
85 537 986 sx 5 0 .
86 543 1008 sx 5 0 .
87 534 1024 sx 5 0 .
88 541 1047 sx 5 0 .
89 533 1058 sx 5 0 .
90 527 1075 sx 5 0 .
91 527 1095 sx 5 0 .
92 536 1110 sx 5 0 .
93 552 1117 sx 5 0 .
94 564 1124 sx 5 0 .
95 555 1135 sx 5 0 .
96 551 1152 sx 5 0 .
97 544 1165 sx 5 0 .
98 532 1177 sx 5 0 .
99 531 1195 sx 5 0 .
0 1053 7 dx 6 0 .
1 1052 26 dx 6 0 .
2 1042 42 dx 6 0 .
3 1027 56 dx 6 0 .
4 1035 76 dx 6 0 .
5 1044 97 dx 6 0 .
6 1035 118 dx 6 0 .
7 1023 128 dx 6 0 .
8 1021 149 dx 6 0 .
9 1011 166 dx 6 0 .
10 1007 186 dx 6 0 .
11 1013 207 dx 6 0 .
12 1002 222 dx 6 0 .
13 1017 237 dx 6 0 .
14 1020 256 dx 6 0 .
15 1004 262 dx 6 0 .
16 987 269 dx 6 0 .
17 983 289 dx 6 0 .
18 983 310 dx 6 0 .
19 979 330 dx 6 0 .
20 979 352 dx 6 0 .
21 980 374 dx 6 0 .
22 986 392 dx 6 0 .
23 977 409 dx 6 0 .
24 973 428 dx 6 0 .
25 953 420 dx 6 0 .
26 939 431 dx 6 0 .
27 920 434 dx 6 0 .
28 906 447 dx 6 0 .
29 904 469 dx 6 0 .
30 922 478 dx 6 0 .
31 919 499 dx 6 0 .
32 937 506 dx 6 0 .
33 956 511 dx 6 0 .
34 956 532 dx 6 0 .
35 974 533 dx 6 0 .
36 990 542 dx 6 0 .
37 994 562 dx 6 0 .
38 1000 578 dx 6 0 .
39 1007 596 dx 6 0 .
40 1011 616 dx 6 0 .
41 1015 636 dx 6 0 .
42 1030 646 dx 6 0 .
43 1019 661 dx 6 0 .
44 1010 675 dx 6 0 .
45 991 681 dx 6 0 .
46 971 686 dx 6 0 .
47 962 700 dx 6 0 .
48 958 719 dx 6 0 .
49 939 721 dx 6 0 .
50 939 738 dx 6 0 .
51 961 739 dx 6 0 .
52 959 758 dx 6 0 .
53 939 763 dx 6 0 .
54 930 780 dx 6 0 .
55 937 799 dx 6 0 .
56 955 809 dx 6 0 .
57 953 830 dx 6 0 .
58 955 846 dx 6 0 .
59 974 853 dx 6 0 .
60 988 864 dx 6 0 .
61 981 882 dx 6 0 .
62 961 875 dx 6 0 .
63 942 883 dx 6 0 .
64 936 900 dx 6 0 .
65 957 902 dx 6 0 .
66 975 909 dx 6 0 .
67 965 927 dx 6 0 .
68 945 921 dx 6 0 .
69 930 912 dx 6 0 .
70 931 921 dx 6 0 .
71 938 937 dx 6 0 .
72 956 945 dx 6 0 .
73 975 949 dx 6 0 .
74 981 967 dx 6 0 .
75 995 976 dx 6 0 .
76 1006 968 dx 6 0 .
77 1019 978 dx 6 0 .
78 1033 991 dx 6 0 .
79 1024 1010 dx 6 0 .
80 1011 1018 dx 6 0 .
81 1004 1036 dx 6 0 .
82 1012 1056 dx 6 0 .
83 1004 1077 dx 6 0 .
84 983 1080 dx 6 0 .
85 971 1092 dx 6 0 .
86 964 1106 dx 6 0 .
87 969 1125 dx 6 0 .
88 979 1141 dx 6 0 .
89 969 1157 dx 6 0 .
90 950 1158 dx 6 0 .
91 951 1136 dx 6 0 .
92 937 1127 dx 6 0 .
93 932 1112 dx 6 0 .
94 914 1123 dx 6 0 .
95 895 1128 dx 6 0 .
96 878 1136 dx 6 0 .
97 873 1157 dx 6 0 .
98 882 1175 dx 6 0 .
99 887 1194 dx 6 0 .
0 643 37 sx 6 0 .
1 626 45 sx 6 0 .
2 611 54 sx 6 0 .
3 590 55 sx 6 0 .
4 585 74 sx 6 0 .
5 598 90 sx 6 0 .
6 592 111 sx 6 0 .
7 581 127 sx 6 0 .
8 564 132 sx 6 0 .
9 548 135 sx 6 0 .
10 530 142 sx 6 0 .
11 527 162 sx 6 0 .
12 521 180 sx 6 0 .
13 521 202 sx 6 0 .
14 502 201 sx 6 0 .
15 486 190 sx 6 0 .
16 471 200 sx 6 0 .
17 458 212 sx 6 0 .
18 464 233 sx 6 0 .
19 485 237 sx 6 0 .
20 497 223 sx 6 0 .
21 515 232 sx 6 0 .
22 527 219 sx 6 0 .
23 534 204 sx 6 0 .
24 548 191 sx 6 0 .
25 544 171 sx 6 0 .
26 564 176 sx 6 0 .
27 578 167 sx 6 0 .
28 590 175 sx 6 0 .
29 588 192 sx 6 0 .
30 599 205 sx 6 0 .
31 599 226 sx 6 0 .
32 604 242 sx 6 0 .
33 604 263 sx 6 0 .
34 613 280 sx 6 0 .
35 608 301 sx 6 0 .
36 605 320 sx 6 0 .
37 594 334 sx 6 0 .
38 585 350 sx 6 0 .
39 584 371 sx 6 0 .
40 579 390 sx 6 0 .
41 577 410 sx 6 0 .
42 571 429 sx 6 0 .
43 578 449 sx 6 0 .
44 580 469 sx 6 0 .
45 586 484 sx 6 0 .
46 584 509 sx 6 0 .
47 583 530 sx 6 0 .
48 602 536 sx 6 0 .
49 619 527 sx 6 0 .
50 639 528 sx 6 0 .
51 647 547 sx 6 0 .
52 640 567 sx 6 0 .
53 647 587 sx 6 0 .
54 639 606 sx 6 0 .
55 621 611 sx 6 0 .
56 603 616 sx 6 0 .
57 585 608 sx 6 0 .
58 575 622 sx 6 0 .
59 573 640 sx 6 0 .
60 569 660 sx 6 0 .
61 562 678 sx 6 0 .
62 555 696 sx 6 0 .
63 568 710 sx 6 0 .
64 583 713 sx 6 0 .
65 568 720 sx 6 0 .
66 562 738 sx 6 0 .
67 577 749 sx 6 0 .
68 572 770 sx 6 0 .
69 580 787 sx 6 0 .
70 600 782 sx 6 0 .
71 618 790 sx 6 0 .
72 619 810 sx 6 0 .
73 632 825 sx 6 0 .
74 641 841 sx 6 0 .
75 647 861 sx 6 0 .
76 632 876 sx 6 0 .
77 615 866 sx 6 0 .
78 600 857 sx 6 0 .
79 581 859 sx 6 0 .
80 563 852 sx 6 0 .
81 555 870 sx 6 0 .
82 551 888 sx 6 0 .
83 546 907 sx 6 0 .
84 541 926 sx 6 0 .
85 541 946 sx 6 0 .
86 539 966 sx 6 0 .
87 538 987 sx 6 0 .
88 539 1008 sx 6 0 .
89 534 1027 sx 6 0 .
90 534 1048 sx 6 0 .
91 527 1066 sx 6 0 .
92 523 1089 sx 6 0 .
93 533 1108 sx 6 0 .
94 548 1118 sx 6 0 .
95 563 1128 sx 6 0 .
96 561 1148 sx 6 0 .
97 546 1160 sx 6 0 .
98 536 1177 sx 6 0 .
99 533 1195 sx 6 0 .
0 1038 7 dx 7 0 .
1 1047 17 dx 7 0 .
2 1051 33 dx 7 0 .
3 1040 44 dx 7 0 .
4 1028 58 dx 7 0 .
5 1036 75 dx 7 0 .
6 1034 94 dx 7 0 .
7 1037 114 dx 7 0 .
8 1031 130 dx 7 0 .
9 1017 138 dx 7 0 .
10 1018 158 dx 7 0 .
11 1009 171 dx 7 0 .
12 1010 189 dx 7 0 .
13 1012 209 dx 7 0 .
14 1003 225 dx 7 0 .
15 1013 238 dx 7 0 .
16 1020 253 dx 7 0 .
17 1011 266 dx 7 0 .
18 1019 283 dx 7 0 .
19 1003 291 dx 7 0 .
20 994 277 dx 7 0 .
21 986 275 dx 7 0 .
22 981 293 dx 7 0 .
23 979 312 dx 7 0 .
24 977 331 dx 7 0 .
25 982 349 dx 7 0 .
26 977 372 dx 7 0 .
27 987 385 dx 7 0 .
28 978 401 dx 7 0 .
29 978 420 dx 7 0 .
30 963 429 dx 7 0 .
31 947 421 dx 7 0 .
32 934 433 dx 7 0 .
33 920 438 dx 7 0 .
34 906 448 dx 7 0 .
35 902 467 dx 7 0 .
36 914 477 dx 7 0 .
37 919 493 dx 7 0 .
38 925 508 dx 7 0 .
39 944 510 dx 7 0 .
40 954 520 dx 7 0 .
41 962 533 dx 7 0 .
42 982 534 dx 7 0 .
43 988 548 dx 7 0 .
44 992 566 dx 7 0 .
45 999 579 dx 7 0 .
46 1005 595 dx 7 0 .
47 1009 612 dx 7 0 .
48 1012 630 dx 7 0 .
49 1024 642 dx 7 0 .
50 1027 657 dx 7 0 .
51 1014 666 dx 7 0 .
52 1002 679 dx 7 0 .
53 984 683 dx 7 0 .
54 980 698 dx 7 0 .
55 993 707 dx 7 0 .
56 996 721 dx 7 0 .
57 1003 737 dx 7 0 .
58 996 754 dx 7 0 .
59 977 752 dx 7 0 .
60 963 745 dx 7 0 .
61 953 756 dx 7 0 .
62 938 765 dx 7 0 .
63 933 786 dx 7 0 .
64 943 800 dx 7 0 .
65 957 811 dx 7 0 .
66 953 829 dx 7 0 .
67 957 845 dx 7 0 .
68 972 853 dx 7 0 .
69 980 866 dx 7 0 .
70 974 882 dx 7 0 .
71 955 882 dx 7 0 .
72 938 886 dx 7 0 .
73 923 892 dx 7 0 .
74 920 909 dx 7 0 .
75 929 923 dx 7 0 .
76 937 939 dx 7 0 .
77 953 945 dx 7 0 .
78 970 949 dx 7 0 .
79 977 963 dx 7 0 .
80 988 972 dx 7 0 .
81 1003 980 dx 7 0 .
82 1015 980 dx 7 0 .
83 1033 981 dx 7 0 .
84 1032 1001 dx 7 0 .
85 1023 1015 dx 7 0 .
86 1009 1023 dx 7 0 .
87 999 1038 dx 7 0 .
88 1010 1052 dx 7 0 .
89 1008 1073 dx 7 0 .
90 991 1078 dx 7 0 .
91 980 1089 dx 7 0 .
92 966 1095 dx 7 0 .
93 970 1109 dx 7 0 .
94 972 1127 dx 7 0 .
95 982 1140 dx 7 0 .
96 974 1155 dx 7 0 .
97 964 1166 dx 7 0 .
98 972 1176 dx 7 0 .
99 977 1193 dx 7 0 .
0 640 39 sx 7 0 .
1 617 44 sx 7 0 .
2 602 58 sx 7 0 .
3 579 54 sx 7 0 .
4 576 76 sx 7 0 .
5 576 100 sx 7 0 .
6 564 118 sx 7 0 .
7 546 128 sx 7 0 .
8 519 124 sx 7 0 .
9 507 141 sx 7 0 .
10 531 143 sx 7 0 .
11 540 162 sx 7 0 .
12 556 174 sx 7 0 .
13 579 177 sx 7 0 .
14 587 176 sx 7 0 .
15 583 191 sx 7 0 .
16 562 187 sx 7 0 .
17 548 204 sx 7 0 .
18 548 228 sx 7 0 .
19 535 233 sx 7 0 .
20 527 214 sx 7 0 .
21 536 193 sx 7 0 .
22 516 187 sx 7 0 .
23 513 209 sx 7 0 .
24 505 191 sx 7 0 .
25 492 206 sx 7 0 .
26 473 212 sx 7 0 .
27 460 228 sx 7 0 .
28 481 235 sx 7 0 .
29 504 231 sx 7 0 .
30 512 244 sx 7 0 .
31 528 254 sx 7 0 .
32 549 253 sx 7 0 .
33 567 249 sx 7 0 .
34 571 273 sx 7 0 .
35 594 269 sx 7 0 .
36 596 241 sx 7 0 .
37 576 233 sx 7 0 .
38 572 232 sx 7 0 .
39 585 220 sx 7 0 .
40 597 203 sx 7 0 .
41 602 225 sx 7 0 .
42 601 246 sx 7 0 .
43 608 269 sx 7 0 .
44 606 294 sx 7 0 .
45 599 314 sx 7 0 .
46 592 336 sx 7 0 .
47 585 357 sx 7 0 .
48 581 380 sx 7 0 .
49 579 404 sx 7 0 .
50 571 426 sx 7 0 .
51 577 450 sx 7 0 .
52 586 473 sx 7 0 .
53 577 497 sx 7 0 .
54 584 520 sx 7 0 .
55 590 540 sx 7 0 .
56 607 549 sx 7 0 .
57 616 530 sx 7 0 .
58 639 532 sx 7 0 .
59 644 555 sx 7 0 .
60 641 580 sx 7 0 .
61 642 599 sx 7 0 .
62 627 613 sx 7 0 .
63 603 613 sx 7 0 .
64 584 603 sx 7 0 .
65 574 619 sx 7 0 .
66 572 643 sx 7 0 .
67 567 667 sx 7 0 .
68 559 688 sx 7 0 .
69 566 707 sx 7 0 .
70 579 716 sx 7 0 .
71 562 727 sx 7 0 .
72 574 745 sx 7 0 .
73 570 770 sx 7 0 .
74 582 788 sx 7 0 .
75 606 785 sx 7 0 .
76 623 800 sx 7 0 .
77 626 822 sx 7 0 .
78 637 841 sx 7 0 .
79 641 865 sx 7 0 .
80 623 876 sx 7 0 .
81 608 860 sx 7 0 .
82 583 862 sx 7 0 .
83 560 855 sx 7 0 .
84 552 877 sx 7 0 .
85 547 900 sx 7 0 .
86 544 923 sx 7 0 .
87 543 948 sx 7 0 .
88 540 972 sx 7 0 .
89 536 995 sx 7 0 .
90 533 1019 sx 7 0 .
91 534 1044 sx 7 0 .
92 528 1067 sx 7 0 .
93 528 1092 sx 7 0 .
94 542 1107 sx 7 0 .
95 561 1120 sx 7 0 .
96 563 1142 sx 7 0 .
97 546 1156 sx 7 0 .
98 531 1172 sx 7 0 .
99 528 1195 sx 7 0 .
0 1033 7 dx 8 0 .
1 1048 16 dx 8 0 .
2 1056 32 dx 8 0 .
3 1041 44 dx 8 0 .
4 1032 62 dx 8 0 .
5 1031 85 dx 8 0 .
6 1039 103 dx 8 0 .
7 1047 125 dx 8 0 .
8 1033 141 dx 8 0 .
9 1018 133 dx 8 0 .
10 1020 157 dx 8 0 .
11 1007 173 dx 8 0 .
12 1012 194 dx 8 0 .
13 1004 217 dx 8 0 .
14 1008 238 dx 8 0 .
15 1019 253 dx 8 0 .
16 1006 264 dx 8 0 .
17 986 269 dx 8 0 .
18 983 291 dx 8 0 .
19 975 311 dx 8 0 .
20 986 339 dx 8 0 .
21 982 360 dx 8 0 .
22 987 380 dx 8 0 .
23 978 400 dx 8 0 .
24 983 423 dx 8 0 .
25 966 434 dx 8 0 .
26 944 437 dx 8 0 .
27 923 441 dx 8 0 .
28 911 457 dx 8 0 .
29 898 470 dx 8 0 .
30 883 487 dx 8 0 .
31 887 510 dx 8 0 .
32 908 511 dx 8 0 .
33 928 513 dx 8 0 .
34 950 514 dx 8 0 .
35 961 531 dx 8 0 .
36 979 536 dx 8 0 .
37 988 551 dx 8 0 .
38 994 572 dx 8 0 .
39 1003 588 dx 8 0 .
40 1007 609 dx 8 0 .
41 1017 625 dx 8 0 .
42 1025 643 dx 8 0 .
43 1027 662 dx 8 0 .
44 1010 668 dx 8 0 .
45 995 681 dx 8 0 .
46 976 689 dx 8 0 .
47 993 698 dx 8 0 .
48 997 721 dx 8 0 .
49 977 729 dx 8 0 .
50 973 749 dx 8 0 .
51 952 754 dx 8 0 .
52 934 766 dx 8 0 .
53 937 788 dx 8 0 .
54 954 801 dx 8 0 .
55 959 819 dx 8 0 .
56 955 839 dx 8 0 .
57 972 850 dx 8 0 .
58 972 872 dx 8 0 .
59 956 881 dx 8 0 .
60 937 887 dx 8 0 .
61 925 899 dx 8 0 .
62 923 918 dx 8 0 .
63 933 937 dx 8 0 .
64 953 945 dx 8 0 .
65 976 946 dx 8 0 .
66 983 964 dx 8 0 .
67 995 978 dx 8 0 .
68 1015 982 dx 8 0 .
69 1034 982 dx 8 0 .
70 1032 1006 dx 8 0 .
71 1016 1018 dx 8 0 .
72 999 1030 dx 8 0 .
73 1013 1041 dx 8 0 .
74 1019 1044 dx 8 0 .
75 1019 1023 dx 8 0 .
76 1034 1033 dx 8 0 .
77 1048 1043 dx 8 0 .
78 1070 1039 dx 8 0 .
79 1091 1043 dx 8 0 .
80 1112 1042 dx 8 0 .
81 1120 1056 dx 8 0 .
82 1129 1072 dx 8 0 .
83 1109 1069 dx 8 0 .
84 1100 1084 dx 8 0 .
85 1092 1101 dx 8 0 .
86 1072 1109 dx 8 0 .
87 1060 1090 dx 8 0 .
88 1072 1071 dx 8 0 .
89 1061 1061 dx 8 0 .
90 1042 1069 dx 8 0 .
91 1021 1068 dx 8 0 .
92 1004 1080 dx 8 0 .
93 980 1081 dx 8 0 .
94 970 1096 dx 8 0 .
95 967 1109 dx 8 0 .
96 973 1130 dx 8 0 .
97 967 1153 dx 8 0 .
98 975 1174 dx 8 0 .
99 981 1194 dx 8 0 .
0 641 35 sx 8 0 .
1 627 44 sx 8 0 .
2 614 49 sx 8 0 .
3 599 58 sx 8 0 .
4 582 53 sx 8 0 .
5 577 69 sx 8 0 .
6 570 82 sx 8 0 .
7 568 99 sx 8 0 .
8 562 115 sx 8 0 .
9 549 127 sx 8 0 .
10 529 123 sx 8 0 .
11 514 130 sx 8 0 .
12 521 145 sx 8 0 .
13 515 161 sx 8 0 .
14 520 177 sx 8 0 .
15 538 172 sx 8 0 .
16 553 173 sx 8 0 .
17 569 180 sx 8 0 .
18 586 174 sx 8 0 .
19 593 188 sx 8 0 .
20 595 205 sx 8 0 .
21 598 220 sx 8 0 .
22 604 235 sx 8 0 .
23 601 255 sx 8 0 .
24 607 270 sx 8 0 .
25 607 288 sx 8 0 .
26 603 304 sx 8 0 .
27 598 318 sx 8 0 .
28 592 334 sx 8 0 .
29 589 348 sx 8 0 .
30 588 366 sx 8 0 .
31 581 382 sx 8 0 .
32 574 398 sx 8 0 .
33 576 417 sx 8 0 .
34 571 434 sx 8 0 .
35 577 452 sx 8 0 .
36 578 469 sx 8 0 .
37 584 485 sx 8 0 .
38 579 506 sx 8 0 .
39 587 520 sx 8 0 .
40 594 531 sx 8 0 .
41 609 536 sx 8 0 .
42 620 523 sx 8 0 .
43 636 531 sx 8 0 .
44 643 547 sx 8 0 .
45 636 568 sx 8 0 .
46 645 583 sx 8 0 .
47 641 600 sx 8 0 .
48 631 611 sx 8 0 .
49 616 616 sx 8 0 .
50 597 616 sx 8 0 .
51 583 606 sx 8 0 .
52 573 617 sx 8 0 .
53 567 631 sx 8 0 .
54 571 651 sx 8 0 .
55 567 667 sx 8 0 .
56 562 683 sx 8 0 .
57 555 700 sx 8 0 .
58 569 710 sx 8 0 .
59 582 711 sx 8 0 .
60 565 713 sx 8 0 .
61 558 730 sx 8 0 .
62 569 742 sx 8 0 .
63 575 760 sx 8 0 .
64 568 777 sx 8 0 .
65 582 787 sx 8 0 .
66 600 780 sx 8 0 .
67 617 788 sx 8 0 .
68 622 804 sx 8 0 .
69 625 821 sx 8 0 .
70 630 838 sx 8 0 .
71 641 850 sx 8 0 .
72 637 868 sx 8 0 .
73 621 875 sx 8 0 .
74 610 864 sx 8 0 .
75 595 854 sx 8 0 .
76 577 858 sx 8 0 .
77 560 853 sx 8 0 .
78 553 868 sx 8 0 .
79 550 886 sx 8 0 .
80 548 903 sx 8 0 .
81 545 920 sx 8 0 .
82 540 936 sx 8 0 .
83 540 954 sx 8 0 .
84 540 973 sx 8 0 .
85 536 990 sx 8 0 .
86 534 1007 sx 8 0 .
87 532 1024 sx 8 0 .
88 534 1044 sx 8 0 .
89 527 1060 sx 8 0 .
90 533 1078 sx 8 0 .
91 528 1096 sx 8 0 .
92 541 1106 sx 8 0 .
93 556 1114 sx 8 0 .
94 566 1127 sx 8 0 .
95 556 1141 sx 8 0 .
96 542 1150 sx 8 0 .
97 537 1167 sx 8 0 .
98 523 1176 sx 8 0 .
99 526 1195 sx 8 0 .
0 1033 7 dx 9 0 .
1 1052 12 dx 9 0 .
2 1058 32 dx 9 0 .
3 1040 42 dx 9 0 .
4 1032 64 dx 9 0 .
5 1036 87 dx 9 0 .
6 1042 109 dx 9 0 .
7 1042 132 dx 9 0 .
8 1024 133 dx 9 0 .
9 1020 146 dx 9 0 .
10 1010 164 dx 9 0 .
11 1009 186 dx 9 0 .
12 1006 210 dx 9 0 .
13 1004 233 dx 9 0 .
14 1021 244 dx 9 0 .
15 1004 255 dx 9 0 .
